functionality	function_total	domain	phylum	class	order	family	genus	species	count	order_total
anoxygenic_photoautotrophy	9	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa		3	12
oxygenic_photoautotrophy	10	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae			1	28
oxygenic_photoautotrophy	10	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae			1	28
oxygenic_photoautotrophy	10	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae			4	28
oxygenic_photoautotrophy	10	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae			1	28
oxygenic_photoautotrophy	10	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae			1	4
oxygenic_photoautotrophy	10	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae			2	8
photoautotrophy	19	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium		4	16
photoautotrophy	19	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae			1	28
photoautotrophy	19	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae			1	28
photoautotrophy	19	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae			4	28
photoautotrophy	19	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae			1	28
photoautotrophy	19	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae			1	4
photoautotrophy	19	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae			2	8
photoautotrophy	19	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes		2	403
photoautotrophy	19	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa		3	12
photoheterotrophy	88	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila		1	104
photoheterotrophy	88	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus		1	104
photoheterotrophy	88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes		2	403
photoheterotrophy	88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas		2	403
photoheterotrophy	88	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter		40	401
photoheterotrophy	88	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter		3	244
photoheterotrophy	88	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax		39	1867
phototrophy	105	Bacteria	Bacteroidota	Chlorobia	Chlorobiales	Chlorobiaceae	Chlorobium		4	16
phototrophy	105	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Coleofasciculaceae			1	28
phototrophy	105	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Cyanobacteriaceae			1	28
phototrophy	105	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae			4	28
phototrophy	105	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae			1	28
phototrophy	105	Bacteria	Cyanobacteria	Cyanobacteriia	Leptolyngbyales	Leptolyngbyaceae			1	4
phototrophy	105	Bacteria	Cyanobacteria	Cyanobacteriia	Pseudanabaenales	Pseudanabaenaceae			2	8
phototrophy	105	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Rhodopila		1	104
phototrophy	105	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus		1	104
phototrophy	105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes		2	403
phototrophy	105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas		2	403
phototrophy	105	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter		40	401
phototrophy	105	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter		3	244
phototrophy	105	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax		39	1867
phototrophy	105	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocapsa		3	12
ureolysis	101	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Emticicia		2	48
ureolysis	101	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas		16	104
ureolysis	101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Aminobacter		32	403
ureolysis	101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium		18	403
ureolysis	101	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Afipia		6	403
ureolysis	101	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter		11	1867
ureolysis	101	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella		3	1867
ureolysis	101	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter		1	209
ureolysis	101	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas		9	89
ureolysis	101	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium		3	271
reductive_acetogenesis	9	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium		2	8
reductive_acetogenesis	9	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum		7	53
chemoheterotrophy	1855	Bacteria	Acidobacteriota	Acidobacteriae	Bryobacterales	Bryobacteraceae	Bryobacter		17	34
chemoheterotrophy	1855	Bacteria	Acidobacteriota	Holophagae	Holophagales	Holophagaceae	NA		1	1
chemoheterotrophy	1855	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Luteitalea		3	3
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces		1	2
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium		4	8
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia		1	37
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium		15	37
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus		1	37
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella		1	4
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Frankiales	Sporichthyaceae	Sporichthya		1	4
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Demequinaceae	Demequina		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Janibacter		2	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinicoccus		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Ornithinimicrobium		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Tetrasphaera		17	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Chryseoglobus		2	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Diaminobutyricimonas		8	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Galbitalea		10	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Gulosibacter		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Huakuichenia		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Leucobacter		23	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas		2	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA		5	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Parafrigoribacterium		2	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Pseudoclavibacter		2	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Schumannella		1	160
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium		2	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola		1	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides		12	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Brooklawnia		3	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Luteococcus		10	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Microlunatus		1	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Micropruina		4	99
chemoheterotrophy	1855	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionicicella		2	99
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides		40	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Dysgonomonas		2	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas		3	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter		13	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		3	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Rikenella		1	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides		7	165
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter		46	145
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Haliscomenobacter		13	145
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Lewinella		9	145
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Algoriphagus		1	48
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Indibacter		1	48
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum		3	48
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Mongoliibacter		2	48
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA		3	48
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cytophagaceae	Cytophaga		8	48
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix		7	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Cryomorpha		2	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium		169	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gelidibacter		2	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Maribacter		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA		5	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Pricia		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Subsaxibacter		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Chryseobacterium		19	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium		7	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Elizabethkingia		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella		1	430
chemoheterotrophy	1855	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter		20	40
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolinea		6	93
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae			58	93
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea		3	93
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Levilinea		1	93
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea		3	93
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA		22	93
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	Litorilinea		2	94
chemoheterotrophy	1855	Bacteria	Chloroflexi	Anaerolineae	Caldilineales	Caldilineaceae	NA		92	94
chemoheterotrophy	1855	Bacteria	Deinococcota	Deinococci	Deinococcales	Trueperaceae	Truepera		1	2
chemoheterotrophy	1855	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma		3	3
chemoheterotrophy	1855	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium		2	20
chemoheterotrophy	1855	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter		8	20
chemoheterotrophy	1855	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus		3	6
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina		3	6
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium		2	8
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Acetitomaculum		7	53
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Anaerostipes		2	53
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus		1	53
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia		1	53
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Shuttleworthia		1	53
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Oscillospirales		NA		9	66
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerofilum		1	66
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium		6	66
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus		13	66
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Subdoligranulum		4	66
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Acidaminobacteraceae	Acidaminobacter		1	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Anaerovoracaceae	Anaerovorax		1	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Paeniclostridium		2	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Paraclostridium		2	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Peptostreptococcus		2	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Proteocatella		6	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Peptostreptococcaceae	Romboutsia		18	78
chemoheterotrophy	1855	Bacteria	Firmicutes	Clostridia		Sedimentibacteraceae	Sedimentibacter		2	78
chemoheterotrophy	1855	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichia		3	10
chemoheterotrophy	1855	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Sebaldella		2	10
chemoheterotrophy	1855	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Isosphaera		1	2
chemoheterotrophy	1855	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula		3	16
chemoheterotrophy	1855	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula		5	16
chemoheterotrophy	1855	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Schlesneriaceae	Schlesneria		1	5
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acetobacter		1	104
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseococcus		1	104
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Roseomonas		16	104
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales		Stella		8	16
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Caulobacter		8	26
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Hyphomonadaceae	Hyphomonas		5	26
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Reyranellales	Reyranellaceae	Reyranella		5	10
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Bosea		8	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Methylocystis		2	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Devosiaceae	Devosia		48	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium		22	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium		20	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Labraceae	Labrys		2	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Mesorhizobium		18	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodoplanes		2	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Rhodopseudomonas		2	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacter		2	403
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Amaricoccus		8	401
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Gemmobacter		9	401
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus		20	401
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Altererythrobacter		9	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae			3	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA		29	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium		31	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter		1	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Qipengyuania		1	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Rhizorhapis		3	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandaracinobacter		3	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingoaurantiacus		2	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium		8	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas		6	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingopyxis		12	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingorhabdus		7	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingosinicella		4	244
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia		22	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax		41	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas		20	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Hydrogenophaga		64	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Leptothrix		28	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax		39	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rubrivivax		21	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Sphaerotilus		6	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylobacillus		2	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera		3	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Vitreoscilla		4	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Azospira		4	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas		36	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechlorosoma		1	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio		9	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Thauera		44	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Zoogloea		47	1867
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Aeromonadaceae	Tolumonas		3	49
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Citrobacter		3	49
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella		2	49
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	Succinivibrio		1	49
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella		12	36
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Crenothrix		2	8
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter		38	209
chemoheterotrophy	1855	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Enhydrobacter		6	209
